Text,Label 
You have no self-awareness.,CYBERBULLYING 
Tum khud ko smart samajh kar overact karte ho.,CYBERBULLYING 
You try too hard.,CYBERBULLYING 
Tumhara confidence bas acting hai.,CYBERBULLYING 
You fake being strong.,CYBERBULLYING 
Tum khud se hi competition mein ho.,CYBERBULLYING 
You fight imaginary rivals.,CYBERBULLYING 
Tum apni life ko mess bana chuke ho.,CYBERBULLYING 
You live in chaos.,CYBERBULLYING 
Tum hamesha dusron ki burai mein busy rehte ho.,CYBERBULLYING 
You gossip nonstop.,CYBERBULLYING 
Tumhara mindset bilkul shallow hai.,CYBERBULLYING 
You think on the surface only.,CYBERBULLYING 
Tum bas baatein banana jaante ho.,CYBERBULLYING 
You never execute plans.,CYBERBULLYING 
Tum apne aap ko bohot zyada special samajhte ho.,CYBERBULLYING 
You are just average.,CYBERBULLYING 
Tum apni galtiyon se bhaagte rehte ho.,CYBERBULLYING 
You avoid accountability.,CYBERBULLYING 
Tumhara behaviour exhausting ho jata hai.,CYBERBULLYING 
You drain energy.,CYBERBULLYING 
Tum khud ke saath honest nahi ho.,CYBERBULLYING 
You lie to yourself.,CYBERBULLYING 
Tum bas sympathy lene aate ho.,CYBERBULLYING 
You play victim every time.,CYBERBULLYING 
Tum apni life ko seriously nahi lete.,CYBERBULLYING 
You treat everything like a joke.,CYBERBULLYING 
Tum apni worth khud kam kar dete ho.,CYBERBULLYING 
You undervalue yourself.,CYBERBULLYING 
Tum hamesha wrong assumptions banate ho.,CYBERBULLYING 
You jump to conclusions.,CYBERBULLYING 
Tumhara attitude heavy aur negative hai.,CYBERBULLYING 
You bring bad vibes.,CYBERBULLYING 
Tum apni growth se khud darte ho.,CYBERBULLYING 
You fear change.,CYBERBULLYING 
Tum bas excuses ki factory ho.,CYBERBULLYING 
You always have excuses.,CYBERBULLYING 
Tumhara behaviour childish lagta hai.,CYBERBULLYING 
You act immature.,CYBERBULLYING 
Tum apni image fake rakhte ho.,CYBERBULLYING 
You live behind a mask.,CYBERBULLYING 
Tum bas trend follow karte ho.,CYBERBULLYING 
You lack originality.,CYBERBULLYING 
Tum apni galtiyon ko justify karte rehte ho.,CYBERBULLYING 
You defend nonsense.,CYBERBULLYING 
Tum khud ke sabse bade enemy ho.,CYBERBULLYING 
You sabotage yourself.,CYBERBULLYING 
Tum apni life ko unnecessarily complicated bana rahe ho.,CYBERBULLYING 
You love problems.,CYBERBULLYING 
Tum bas negativity ka source ho.,CYBERBULLYING 
You spread bad energy.,CYBERBULLYING 
Tumhara confidence unstable lagta hai.,CYBERBULLYING 
You look unsure.,CYBERBULLYING 
Tum apne aap ko samajhne se darte ho.,CYBERBULLYING 
You avoid self-reflection.,CYBERBULLYING 
Tum apni life ka direction kho chuke ho.,CYBERBULLYING 
You are going nowhere.,CYBERBULLYING 
Tum bas baatein aur attitude.,CYBERBULLYING 
You have nothing else.,CYBERBULLYING 
Tum apni galtiyon se kuch nahi seekhte.,CYBERBULLYING 
You repeat mistakes.,CYBERBULLYING 
Tumhara behaviour awkward feel karata hai.,CYBERBULLYING 
You make things weird.,CYBERBULLYING 
Tum apni value khud destroy kar rahe ho.,CYBERBULLYING 
You tear yourself down.,CYBERBULLYING 
Tum bas attention ke liye jeete ho.,CYBERBULLYING 
You crave spotlight.,CYBERBULLYING 
Tum hamesha late realize karte ho.,CYBERBULLYING 
You are slow to learn.,CYBERBULLYING 
Tum apni problems ka solution nahi dhoondhte.,CYBERBULLYING 
You avoid fixing things.,CYBERBULLYING 
Tum apni life ko joke bana chuke ho.,CYBERBULLYING 
You look ridiculous.,CYBERBULLYING 
Tumhara ego tumhari growth rok raha hai.,CYBERBULLYING 
Your ego blocks progress.,CYBERBULLYING 
Tum apni life ka control kho chuke ho.,CYBERBULLYING 
You are out of control.,CYBERBULLYING 
Tum hamesha dusron se compare karte ho.,CYBERBULLYING 
You can?? stand alone.,CYBERBULLYING 
Tum apni image khud bigaad rahe ho.,CYBERBULLYING 
You ruin your reputation.,CYBERBULLYING 
Tum bas baatein aur complaints.,CYBERBULLYING 
You only whine.,CYBERBULLYING 
Tum apni worth khud nahi samajhte.,CYBERBULLYING 
You don?? know your value.,CYBERBULLYING 
Tum hamesha negative side hi dekhte ho.,CYBERBULLYING 
You expect the worst.,CYBERBULLYING 
Tumhara behaviour desperate lagta hai.,CYBERBULLYING 
You look needy.,CYBERBULLYING 
Tum apni life ke villain khud ho.,CYBERBULLYING 
You are your own problem.,CYBERBULLYING 
Tum apni potential waste kar rahe ho.,CYBERBULLYING 
You waste your talent.,CYBERBULLYING 
Tum apni galtiyon ko accept nahi karte.,CYBERBULLYING 
You deny everything.,CYBERBULLYING 
Tum bas chaos create karte ho.,CYBERBULLYING 
You bring confusion.,CYBERBULLYING 
Tumhara mindset weak lagta hai.,CYBERBULLYING 
You give up easily.,CYBERBULLYING 
Tum apni growth khud block kar rahe ho.,CYBERBULLYING 
You stop yourself.,CYBERBULLYING 
Tum apni life ko serious nahi bana rahe.,CYBERBULLYING 
You don?? take responsibility.,CYBERBULLYING 
Tum bas baatein aur drama.,CYBERBULLYING 
You love drama.,CYBERBULLYING 
Tum apni image fake strong dikhate ho.,CYBERBULLYING 
You pretend to be tough.,CYBERBULLYING 
Tum khud se hi disappointed ho.,CYBERBULLYING 
You look defeated.,CYBERBULLYING 
Tum apni life ko waste mode pe chala rahe ho.,CYBERBULLYING 
You waste chances.,CYBERBULLYING 
Tumhara attitude draining hai.,CYBERBULLYING 
You exhaust people.,CYBERBULLYING 
Tum bas dusron ko blame karte ho.,CYBERBULLYING 
You never own up.,CYBERBULLYING 
Tum apni galtiyon ko chhupaate ho.,CYBERBULLYING 
You hide failures.,CYBERBULLYING 
Tum apni life ko direction nahi dete.,CYBERBULLYING 
You wander aimlessly.,CYBERBULLYING 
Tum bas baatein aur ego.,CYBERBULLYING 
You are full of ego.,CYBERBULLYING 
Tum apni value khud gira dete ho.,CYBERBULLYING 
You lower your worth.,CYBERBULLYING 
Tum apni problems khud banate ho.,CYBERBULLYING 
You create your own mess.,CYBERBULLYING 
Tum hamesha confused rehte ho.,CYBERBULLYING 
You lack clarity.,CYBERBULLYING 
Tum apni image fake maintain karte ho.,CYBERBULLYING 
You live a lie.,CYBERBULLYING 
Tum apni life ko improve nahi karna chahte.,CYBERBULLYING 
You resist growth.,CYBERBULLYING 
Tum bas negativity attract karte ho.,CYBERBULLYING 
You invite trouble.,CYBERBULLYING 
Tumhara behaviour annoying ho jata hai.,CYBERBULLYING 
You test patience.,CYBERBULLYING 
Tum apni life ke saath careless ho.,CYBERBULLYING 
You don?? care enough.,CYBERBULLYING 
Tum apni galtiyon se bhaagna band nahi karte.,CYBERBULLYING 
You keep running.,CYBERBULLYING 
Tum apni worth prove nahi kar sakte.,CYBERBULLYING 
You have nothing to show.,CYBERBULLYING 
Tum apni life khud bigaad rahe ho.,CYBERBULLYING 
You ruin everything yourself.,CYBERBULLYING 
Tum bas baatein aur fake confidence.,CYBERBULLYING 
You fake bravery.,CYBERBULLYING 
Tum apni life ko mess bana chuke ho.,CYBERBULLYING 
You live messy.,CYBERBULLYING 
Tum hamesha wrong logon ko follow karte ho.,CYBERBULLYING 
You choose bad influence.,CYBERBULLYING 
Tum apni image khud spoil karte ho.,CYBERBULLYING 
You mess yourself up.,CYBERBULLYING 
Tum apni life ke bare mein serious nahi ho.,CYBERBULLYING 
You don?? care about future.,CYBERBULLYING 
Tum bas negativity aur chaos.,CYBERBULLYING 
You bring nothing good.,CYBERBULLYING 
Tum apni value khud kam karte ho.,CYBERBULLYING 
You sell yourself short.,CYBERBULLYING 
Tum apni life ke saath careless ho.,CYBERBULLYING 
You waste time daily.,CYBERBULLYING 
Tum bas baatein aur overconfidence.,CYBERBULLYING 
You are overconfident.,CYBERBULLYING 
Tum apni life ko joke bana rahe ho.,CYBERBULLYING 
You treat life lightly.,CYBERBULLYING 
Tum apni growth se darte ho.,CYBERBULLYING 
You fear success.,CYBERBULLYING 
Tum apni image khud destroy kar rahe ho.,CYBERBULLYING 
You ruin yourself.,CYBERBULLYING 
Tum apni life ke biggest problem ho.,CYBERBULLYING 
You are the problem.,CYBERBULLYING 
Tum khud ko bohot zyada clever samajhte ho.,CYBERBULLYING 
You always think you know better.,CYBERBULLYING 
Tumhara attitude bilkul overconfident hai.,CYBERBULLYING 
You overestimate your abilities.,CYBERBULLYING 
Tum apni baaton ko khud hi contradict karte ho.,CYBERBULLYING 
You change your story every time.,CYBERBULLYING 
Tumhara behaviour awkward silence create karta hai.,CYBERBULLYING 
You make situations uncomfortable.,CYBERBULLYING 
Tum apni image ko overhype karte ho.,CYBERBULLYING 
You try too hard to stand out.,CYBERBULLYING 
Tum khud ki weaknesses accept nahi karte.,CYBERBULLYING 
You refuse to admit flaws.,CYBERBULLYING 
Tum bas baatein aur excuses dete ho.,CYBERBULLYING 
You never finish anything.,CYBERBULLYING 
Tumhara confidence unstable lagta hai.,CYBERBULLYING 
You look unsure of yourself.,CYBERBULLYING 
Tum apni life ko khud complicated bana rahe ho.,CYBERBULLYING 
You love making things harder.,CYBERBULLYING 
Tum apni galtiyon ko ignore karte ho.,CYBERBULLYING 
You pretend nothing happened.,CYBERBULLYING 
Tum apne aap ko bohot important samajhte ho.,CYBERBULLYING 
You think the world revolves around you.,CYBERBULLYING 
Tum bas negativity ka source ho.,CYBERBULLYING 
You bring bad energy.,CYBERBULLYING 
Tum apni life ko direction nahi dete.,CYBERBULLYING 
You drift without purpose.,CYBERBULLYING 
Tumhara behaviour childish feel hota hai.,CYBERBULLYING 
You act immature.,CYBERBULLYING 
Tum apni image fake strong dikhate ho.,CYBERBULLYING 
You pretend to be tough.,CYBERBULLYING 
Tum apni problems se bhaagte ho.,CYBERBULLYING 
You avoid reality.,CYBERBULLYING 
Tum apni life ko seriously nahi lete.,CYBERBULLYING 
You treat everything lightly.,CYBERBULLYING 
Tum apni value khud kam kar dete ho.,CYBERBULLYING 
You sell yourself short.,CYBERBULLYING 
Tumhara confidence hollow lagta hai.,CYBERBULLYING 
You lack real substance.,CYBERBULLYING 
Tum apni galtiyon se kuch nahi seekhte.,CYBERBULLYING 
You never learn lessons.,CYBERBULLYING 
Tum bas baatein aur drama create karte ho.,CYBERBULLYING 
You love unnecessary chaos.,CYBERBULLYING 
Tum apni image khud damage kar rahe ho.,CYBERBULLYING 
You ruin your reputation.,CYBERBULLYING 
Tum apni growth se darte ho.,CYBERBULLYING 
You fear improvement.,CYBERBULLYING 
Tum apni life ke villain khud ho.,CYBERBULLYING 
You are your own enemy.,CYBERBULLYING 
Tum bas attention ke liye jeete ho.,CYBERBULLYING 
You crave spotlight.,CYBERBULLYING 
Tumhara attitude draining lagta hai.,CYBERBULLYING 
You exhaust people.,CYBERBULLYING 
Tum apni life ko joke bana rahe ho.,CYBERBULLYING 
You treat life like a game.,CYBERBULLYING 
Tum apni mistakes accept nahi karte.,CYBERBULLYING 
You deny responsibility.,CYBERBULLYING 
Tum apni image fake maintain karte ho.,CYBERBULLYING 
You live behind a mask.,CYBERBULLYING 
Tum apni worth khud nahi samajhte.,CYBERBULLYING 
You don?? value yourself.,CYBERBULLYING 
Tum bas negativity attract karte ho.,CYBERBULLYING 
You invite trouble.,CYBERBULLYING 
Tum apni life ka control kho chuke ho.,CYBERBULLYING 
You are out of control.,CYBERBULLYING 
Tum apni problems ka solution nahi dhoondhte.,CYBERBULLYING 
You avoid fixing things.,CYBERBULLYING 
Tum bas baatein aur ego.,CYBERBULLYING 
You are full of ego.??,CYBERBULLYING 
Tum apni life ko waste mode pe chala rahe ho.,CYBERBULLYING 
You waste opportunities.,CYBERBULLYING 
Tum apni image khud spoil karte ho.,CYBERBULLYING 
You mess yourself up.,CYBERBULLYING 
Tum apni life ke saath careless ho.,CYBERBULLYING 
You don?? care enough.,CYBERBULLYING 
Tum apni success ko khud hi sabotage karte ho.,CYBERBULLYING 
You don?? deserve the chances you get.,CYBERBULLYING 
Tum hamesha half-hearted effort dete ho.,CYBERBULLYING 
You quit before you even start.,CYBERBULLYING 
Tum apni life ko priority list mein nahi rakhte.,CYBERBULLYING 
You and your shit brother may have single handedly ruined YouTube.....thanks...,CYBERBULLYING 
Honestly Evan is so annoying. Like its not funny watching him try to be famous he's trying way to hard and I don't like it,CYBERBULLYING 
aw geez rick this guy is the face of YouTube.,CYBERBULLYING 
Made a lot of people hate youtube - GJ,CYBERBULLYING 
if you get allot of diss likes do you get on the top comments? lets see diss like this please,CYBERBULLYING 
Evan is a horrible human being he also looks so jealous when you open it like he should be happy for you,CYBERBULLYING 
Gotta love Youtube for giving morons the ability to earn a buck from other morons.,CYBERBULLYING 
"Evan is being a douch Logans getting pissed, Logan should have went to smash his game system then evan would have cried ðŸ˜‚ & Evans not gonna be able to take care of a pitbull tell his ass no, its gonna kill kong !!!",CYBERBULLYING 
I go out of my way to dislike every single one your videos,CYBERBULLYING 
why is the thumbnail so threatening,CYBERBULLYING 
by the way why do you have a card board of the picture of alya do you like to look at it lol,CYBERBULLYING 
"Just a tad arrogant with the title, huh?",CYBERBULLYING 
Get off of YouTube you spoiled Hollywood brat.????,CYBERBULLYING 
Evan lowkey is starting to piss me off!,CYBERBULLYING 
You all are worms. Congrats for being simple minded.,CYBERBULLYING 
I like you logan but your brother is a menace to youtube,CYBERBULLYING 
Sum ass Logan,CYBERBULLYING 
This is shit.????,CYBERBULLYING 
Who gives a Shit .,CYBERBULLYING 
This guy's face screams 'I'm gonna kill myself'. He seems to have lost all zest for life.,CYBERBULLYING 
People in the coments you are stupid hes an adult its not a mastake he should know not to say it stop defending him all the time,CYBERBULLYING 
Y'all are stupid,CYBERBULLYING 
"I defended pewds the last racist thing he did. Pewds isn't racist, that's just his inappropriate, dark humor. There's no need to be sensitive, but if you're accidentally racist on several occasions it's not an accident and you're actually racist. I've never ever said the n word, because from a white person that's a terribly hurtful word, and with the black family members that I have, I would never want my young cousins to hear the word that came out of this mans mouth, especially since he's an influencer. Now I'm going to be hearing it more, and then hear well pewdiepie said it, so can I. It's not okay, and it's not something you say in the heat of the moment, it only slips out if you frequently say it. I think I gotta give up on defending this. I've been subscribed for like 6 years. And it's time to say farewell.",CYBERBULLYING 
#deletethischannel,CYBERBULLYING 
It's apple so all of my friends probably automatically hate it,CYBERBULLYING 
This thing is an orwellian nightmare George Orwell couldn't think of anything better in a drug induced dream. Apple should pay you to buy it.,CYBERBULLYING 
TF the back is uglier than the iPhone four,CYBERBULLYING 
"To me, it's just a waste of money. Samsung galaxy note 8 is better",CYBERBULLYING 
The back is ugly,CYBERBULLYING 
"It looks like glass iPhone , that effect is not for me , ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸŽ death",CYBERBULLYING 
"Made in China for $1000 +? LOL,  I can only imagine if it was made in the U.S. Talk about high profit margin. Apple is such a SCAM! \nhttps://www.cnbc.com/2017/08/01/apple-earnings-q2-2017-how-much-cash-does-apple-have.html",CYBERBULLYING 
Apple disabled the comments... Cowards,CYBERBULLYING 
Waste of money...,CYBERBULLYING 
iPhone X. We can't get the face unlock to work. You can't scroll up. And you can become a poop emoji.\nStarting at $999,CYBERBULLYING 
I did not hit her \nI did naaaaaaaaht,CYBERBULLYING 
Looks like they made a terrible movie about making a terrible movie.  Exactly what the world needs right now!,CYBERBULLYING 
*Cant wait for the movie to come out....anyway how's your sex life?*??,CYBERBULLYING 
where the hell is this clown coming from? never heard such non-sense.,CYBERBULLYING 
"What do you think he took away from today?\nMy luggage...\nSo, trump is a liar AND a thief!",CYBERBULLYING 
You poor hippocrats..Still crying and looking for attention.,CYBERBULLYING 
"Europe is laughing out loud at you americans, simply because you elected a bunch of apes to run your country.",CYBERBULLYING 
"The lunatic surrounds himself with other lunatics. America, you have become so bizarre...",CYBERBULLYING 
Ben Carson's stupidity still hasn't failed to shock me.????,CYBERBULLYING 
BEN CARSON IS THE MAN!!!!! THEY HATE HIM CAUSE HE EXPOSED HITLARY'S RITUAL ABUSE ON CHILDREN!!!!!!!,CYBERBULLYING 
"How did them 6 others survive being stuck in a lift with him without him killing them with boredom, lucky it wasn't just one that would be a death sentence for sure.",CYBERBULLYING 
"What an absolute clown.  It's reflective of the state of our nation that a man like Ben Carson could somehow manage to become a leading candidate for president of the United States.\n\nKudos to Ben Carson for his success as a brain surgeon, but it's fair to remember that politics isn't brain surgery - it's far more difficult.",CYBERBULLYING 
I have to plug in headphones just to hear your weasel ass,CYBERBULLYING 
What kind of loser uses a massave natural disaster to take political and personal stabs at anyone for the sake of ratings and profit? Oh yea its seth myers. What a POS.,CYBERBULLYING 
"Seth Meyers, Just another Shekelgruber RKM agent spewing his RKM lies to America. Want to learn more about this Shekelgruber agent and the RKM?  Click the link below:\n                            http://www.veteranstoday.com/2015/03/08/the-hidden-history-of-the-incredibly-evil-khazarian-mafia/",CYBERBULLYING 
"After seen this clip I'm flabbergasted, in my stupidity I'd thought that in the presidential cabinet it had only one crazy person but I see that they have a collection of them.",CYBERBULLYING 
Ben Carson - someone dumber and stranger than Donald - hard to believe,CYBERBULLYING 
Ben carson on paper looked like a put together fella. Then he started talking on tv. Now we all know there is something terribly wrong with HIS BRAIN.,CYBERBULLYING 
"Carson, Pruit, Devos and Price were deliberate selections by Trump and Bannon to destabilize the US government. Good job. Gobshites!",CYBERBULLYING 
Ben Carson is proof that a person can be a neurosurgeon and somehow still be stupid as hell.,CYBERBULLYING 
God damn bumbling fool. They must have experimented on his brain,CYBERBULLYING 
I worked at a top NYC hospital and the neurosurgeons were loons.,CYBERBULLYING 
07:32  Make the USA  Great again   <<<== TAKE A $6.2 Billion cut from HUD 2018 Budget just so  that the WEALTHY pay even LESS in TAXES.. Still support DUMP Mr.& Misses Trailer park dwellers who SUPPORTED THIS CLOWN.. NOT THAT HIL HIL Was ANY BETTER.. I VOTED FOR BERNIE SANDERS..    Bernie+Lizzie&Birdie 2020,CYBERBULLYING 
Ben Carson is a idiot. But what else is to expect from a American?,CYBERBULLYING 
Lmao this man is a walking punch line!,CYBERBULLYING 
Wellâ€¦ The brain surgeon Ben Carson just proved how truly insane he isâ€¦,CYBERBULLYING 
ðŸ˜†ðŸ˜‚ðŸ˜†ðŸ˜‚ðŸ˜† OMG this dump administration is a nightmare LMAO,CYBERBULLYING 
Just here for the thumbs down! **liberal propaganda**????,CYBERBULLYING 
...From a emoji *uses the poop emoji* this is the best shit from the new iPhone though.\ndude...,CYBERBULLYING 
Literally looks like a bad version of the s8 mixed in with some bad Chinese Android knockoffs.,CYBERBULLYING 
There are some A holes that judging something they canâ€™t afford stupid kids down there,CYBERBULLYING 
"That notch looks horribly ugly, and those gestures will go sooo wrong...",CYBERBULLYING 
Why is this douchebag trending?,CYBERBULLYING 
Dont die you have a childðŸ˜‚,CYBERBULLYING 
Brit put on her weight😂,CYBERBULLYING 
"OK guys,  not all babies are cute and u know it",CYBERBULLYING 
The movie is so bad that Even this honest trailer sucked,CYBERBULLYING 
So disappointing this movie was,CYBERBULLYING 
"The second Russel Crowe went My name is Jekyll... Henry Jekyll! I quit. Screw this movie, the Dank Universe, the acting careers it ruined, and ESPECIALLY screw whatever they were planning on doing with Dracula. \n\n\n\nUnless Dracula Untold was supposed to be in this universe. Screw that movie, too.",CYBERBULLYING 
WHY DID YOU MAKE FURRY FORCE?! SO NASTY!!!,CYBERBULLYING 
Im a great comedian that has gotten millions of views and thought about suicide i was thinking about drowning myself so many times if you all wanna save me please DM me on instagram @comedian_thefreshman they all say I might be better than Kevin Hart,CYBERBULLYING 
Garbage,CYBERBULLYING 
u looked high af around 2:30,CYBERBULLYING 
 Brain rot content ??,CYBERBULLYING 
Simp ????????,CYBERBULLYING 
"Sufi is the guy, wo actually acts gay to get into girls sleepover ????",CYBERBULLYING 
 he looks like a labubu,CYBERBULLYING 
"I was just peacefully scrolling… how did this cringe make it here?This belongs in the bin, not my feed.",CYBERBULLYING 
 kitna kharab video banya h ewwwwwwwwwwwwwww,CYBERBULLYING 
Tum jaise logon se baat nahi karte.,HATE-SPEECH 
Tum log ka attitude team ke liye friction create karta hai.,HATE-SPEECH 
Aise log kisi bhi setup ke liye constant challenge ban jaate hain.,HATE-SPEECH 
Tum jaise log kaam ke environment ke liye heavy ho.,HATE-SPEECH 
Aise log kaam ke execution ko inefficient bana dete hain.,HATE-SPEECH 
Tum log ka mindset hamesha resistance create karta hai.,HATE-SPEECH 
Tum jaise logon se baat nahi karte.,HATE-SPEECH 
Aise logon ke saath kaam karna mushkil hota hai.,HATE-SPEECH 
Tum log har jagah problem create karte ho.,HATE-SPEECH 
Aise log society ke liye burden hote hain.,HATE-SPEECH 
Tum jaise log kahin fit nahi hote.,HATE-SPEECH 
Aise logon ko ignore karna hi better hota hai.,HATE-SPEECH 
Tum log kabhi sudharte nahi ho.,HATE-SPEECH 
Aise log bas time waste karte hain.,HATE-SPEECH 
Tum jaise logon ki wajah se environment kharab hota hai.,HATE-SPEECH 
Aise log kisi ka bhala nahi karte.,HATE-SPEECH 
Tum log har jagah negativity failate ho.,HATE-SPEECH 
Aise log trust ke layak nahi hote.,HATE-SPEECH 
Tum jaise logon ko seriously nahi lena chahiye.,HATE-SPEECH 
Aise log sirf excuse dhoondte rehte hain.,HATE-SPEECH 
Tum log hamesha galat hi hote ho.,HATE-SPEECH 
Aise log kisi kaam ke nahi hote.,HATE-SPEECH 
Tum jaise log sirf complain karna jaante ho.,HATE-SPEECH 
Aise log responsibility nahi lete.,HATE-SPEECH 
Tum log bas blame game khelte ho.,HATE-SPEECH 
Aise log progress nahi kar sakte.,HATE-SPEECH 
Tum jaise logon ka mindset hi problem hai.,HATE-SPEECH 
Aise log bas confusion create karte hain.,HATE-SPEECH 
Tum log har situation bigaad dete ho.,HATE-SPEECH 
Aise log team ke liye burden hote hain.,HATE-SPEECH 
Tum jaise log kabhi change nahi hote.,HATE-SPEECH 
Aise log sirf drama karte hain.,HATE-SPEECH 
Tum log ka attitude hi galat hai.,HATE-SPEECH 
Aise log sirf excuses dete hain.,HATE-SPEECH 
Tum jaise log kaam se zyada baatein karte ho.,HATE-SPEECH 
Aise log kisi ka bhala nahi sochte.,HATE-SPEECH 
Tum log hamesha delay karte ho.,HATE-SPEECH 
Aise log planning bigaad dete hain.,HATE-SPEECH 
Tum jaise log sirf confusion create karte ho.,HATE-SPEECH 
Aise log teamwork nahi samajhte.,HATE-SPEECH 
Tum log bas rules ignore karte ho.,HATE-SPEECH 
Aise log commitment nahi rakhte.,HATE-SPEECH 
Tum jaise log expectations pe khade nahi utarte.,HATE-SPEECH 
Aise log kabhi reliable nahi hote.,HATE-SPEECH 
Tum log hamesha rules todte ho.,HATE-SPEECH 
Aise log discipline nahi jaante.,HATE-SPEECH 
Tum jaise logon ke saath kaam mushkil hota hai.,HATE-SPEECH 
Aise log bas excuses banana jaante hain.,HATE-SPEECH 
Tum log kabhi responsibility nahi lete.,HATE-SPEECH 
Aise log improvement nahi chahte.,HATE-SPEECH 
Tum jaise log sirf blame dalte ho.,HATE-SPEECH 
Aise log sirf confusion spread karte hain.,HATE-SPEECH 
Tum log kabhi serious nahi hote.,HATE-SPEECH 
Aise logon ka mindset negative hota hai.,HATE-SPEECH 
Tum jaise log sirf time kharab karte ho.,HATE-SPEECH 
Aise log kisi kaam ke layak nahi hote.,HATE-SPEECH 
Tum jaise log har cheez complicate kar dete ho.,HATE-SPEECH 
Aise log kisi system ke layak nahi hote.,HATE-SPEECH 
Tum log har baar galti repeat karte ho.,HATE-SPEECH 
Aise log sirf chaos create karte hain.,HATE-SPEECH 
Tum jaise log discipline follow nahi karte.,HATE-SPEECH 
Aise log improvement ke khilaaf hote hain.,HATE-SPEECH 
Tum log hamesha negativity failate ho.,HATE-SPEECH 
Aise log growth ke raaste mein aate hain.,HATE-SPEECH 
Tum jaise log trust tod dete ho.,HATE-SPEECH 
Aise log kisi pe depend nahi kiye ja sakte.,HATE-SPEECH 
Tum log har baat pe argue karte ho.,HATE-SPEECH 
Aise log compromise nahi jaante.,HATE-SPEECH 
Tum jaise log har cheez spoil kar dete ho.,HATE-SPEECH 
Aise log rules ko lightly lete hain.,HATE-SPEECH 
Tum log hamesha late rehte ho.,HATE-SPEECH 
Aise log seriousness nahi samajhte.,HATE-SPEECH 
Tum jaise log planning follow nahi karte.,HATE-SPEECH 
Aise log sirf confusion paida karte hain.,HATE-SPEECH 
Tum log har baar situation bigaad dete ho.,HATE-SPEECH 
Aise logon ke saath kaam karna headache hai.,HATE-SPEECH 
Tum jaise log professionalism nahi samajhte.,HATE-SPEECH 
Aise log commitment ka matlab nahi jaante.,HATE-SPEECH 
Tum log sirf bahane banate ho.,HATE-SPEECH 
Aise log responsibility se bhaagte hain.,HATE-SPEECH 
Tum jaise log kaam ko lightly lete ho.,HATE-SPEECH 
Aise log discipline ke against hote hain.,HATE-SPEECH 
Tum log kabhi serious effort nahi daalte.,HATE-SPEECH 
Aise logon ka attitude hi galat hota hai.,HATE-SPEECH 
Tum jaise log consistency maintain nahi karte.,HATE-SPEECH 
Aise log planning ko ignore karte hain.,HATE-SPEECH 
Tum log bas chaos create karte ho.,HATE-SPEECH 
Aise log productivity kam karte hain.,HATE-SPEECH 
Tum jaise log improvement resist karte ho.,HATE-SPEECH 
Aise log feedback accept nahi karte.,HATE-SPEECH 
Tum log har cheez ko lightly lete ho.,HATE-SPEECH 
Aise log professionalism kharab kar dete hain.,HATE-SPEECH 
Tum jaise log kaam ka standard gira dete ho.,HATE-SPEECH 
Aise log kisi rule ko follow nahi karte.,HATE-SPEECH 
Tum log hamesha system ko bigaad dete ho.,HATE-SPEECH 
Aise log seriousness ka matlab nahi jaante.,HATE-SPEECH 
Tum jaise log kaam ko delay karte rehte ho.,HATE-SPEECH 
Aise log quality compromise kar dete hain.,HATE-SPEECH 
Tum log planning ka respect nahi karte.,HATE-SPEECH 
Aise log improvement ko avoid karte hain.,HATE-SPEECH 
Tum jaise log bas excuses pe jeete ho.,HATE-SPEECH 
Aise log kisi bhi team ke liye problem hote hain.,HATE-SPEECH 
Tum log hamesha confusion create karte rehte ho.,HATE-SPEECH 
Aise log consistency tod dete hain.,HATE-SPEECH 
Tum jaise log kaam ko value nahi dete.,HATE-SPEECH 
Aise log kaam se bhaagte hain.,HATE-SPEECH 
Tum log hamesha negativity ke saath aate ho.,HATE-SPEECH 
Aise log environment ko toxic bana dete hain.,HATE-SPEECH 
Tum jaise log kisi bhi system ko fail kar dete ho.,HATE-SPEECH 
Aise log professionalism destroy kar dete hain.,HATE-SPEECH 
Tum log kaam ko kabhi priority nahi dete.,HATE-SPEECH 
Aise log sirf problems create karte hain.,HATE-SPEECH 
Tum jaise log teamwork ke against hote ho.,HATE-SPEECH 
Aise log kisi bhi cheez ko smooth nahi chalne dete.,HATE-SPEECH 
Tum log har cheez ko difficult bana dete ho.,HATE-SPEECH 
Aise log progress slow kar dete hain.,HATE-SPEECH 
Tum jaise log kaam ko seriously nahi lete.,HATE-SPEECH 
Aise log kisi bhi plan ko follow nahi karte.,HATE-SPEECH 
Tum log hamesha system ke khilaaf kaam karte ho.,HATE-SPEECH 
Aise log organization ke liye harmful hote hain.,HATE-SPEECH 
Tum jaise log kaam ka flow bigaad dete ho.,HATE-SPEECH 
Aise log sirf negativity contribute karte hain.,HATE-SPEECH 
Tum log kisi bhi cheez ko improve nahi hone dete.,HATE-SPEECH 
Aise logon ke saath kaam karna waste of time hai.,HATE-SPEECH 
Tum jaise log standards ko neeche le jaate ho.,HATE-SPEECH 
Aise log har cheez ko mess bana dete hain.,HATE-SPEECH 
Tum log professionalism ko seriously nahi lete.,HATE-SPEECH 
Aise log kisi bhi process ko respect nahi karte.,HATE-SPEECH 
Tum jaise log kaam ka level gira dete ho.,HATE-SPEECH 
